Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"mouseOver(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:39:36,2022-04-11 13:39:37,0.908s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Partner Offers""), ""Partner Offers"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:37,2022-04-11 13:39:37,0.624s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Professional Discounts""), ""Professional Discounts"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:37,2022-04-11 13:39:38,0.821s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_NEW Gift Cards""), ""NEW! Gift Cards"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:38,2022-04-11 13:39:39,0.634s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Save 15 when you use Afterpay""), ""Save 15% when you use Afterpay"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:39,2022-04-11 13:39:39,0.624s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Enfamil Rebates""), ""Enfamil Rebates"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:39,2022-04-11 13:39:40,0.734s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:39:40,2022-04-11 13:39:41,0.825s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Financial Assistance""), ""Financial Assistance"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:41,2022-04-11 13:39:41,0.683s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/span_Ask a Nurse""), ""Ask a Nurse"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:41,2022-04-11 13:39:42,0.746s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/li_Premium Enfamil Family Beginnings""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:42,2022-04-11 13:39:43,0.582s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/li_Enspire Family Beginnings""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:43,2022-04-11 13:39:43,0.569s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/li_Enfamil Rewards""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:43,2022-04-11 13:39:44,0.640s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/li_Nutramigen Savings  Support program""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:44,2022-04-11 13:39:45,0.597s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/li_Enfacare Drive to Thrive Support Program""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:45,2022-04-11 13:39:45,0.575s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/li_Enfagrow Free Sample""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:45,2022-04-11 13:39:46,0.608s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/img""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:46,2022-04-11 13:39:46,0.599s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Partner Offers""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:46,2022-04-11 13:39:47,0.577s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Professional Discounts""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:47,2022-04-11 13:39:48,0.667s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_NEW Gift Cards""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:48,2022-04-11 13:39:48,0.565s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:39:48,2022-04-11 13:39:49,0.778s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Save 15 when you use Afterpay""), ""Save 15% when you use Afterpay"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:49,2022-04-11 13:39:50,0.693s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Save 15 when you use Afterpay""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:50,2022-04-11 13:39:50,0.554s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Enfamil Rebates""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:50,2022-04-11 13:39:51,0.679s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Financial Assistance""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:51,2022-04-11 13:39:52,0.562s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/a_Upgrade to Premium Enfamil Family Beginni_120ba0""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:52,2022-04-11 13:39:52,0.651s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/div_Ask a Nurse Powered By""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:52,2022-04-11 13:39:53,0.575s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enfamil Newborn, Infant  Toddler Nutri_2e0999/img_1""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:53,2022-04-11 13:39:53,0.605s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:39:53,2022-04-11 13:39:54,0.837s,PASSED
"click(findTestObject(""Object Repository/Header/Page_/div_Premium Enfamil Family Beginnings""))",Chrome 100.0.4896.75,,,2022-04-11 13:39:54,2022-04-11 13:39:58,3.424s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Header/Page_Premium Enfamil Family Beginnings/span_Premium Enfamil Family Beginnings""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:39:58,2022-04-11 13:39:59,1.080s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Premium Enfamil Family Beginnings/span_Premium Enfamil Family Beginnings""), ""Premium Enfamil Family Beginnings®"")",Chrome 100.0.4896.75,,,2022-04-11 13:39:59,2022-04-11 13:40:02,3.177s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Premium Enfamil Family Beginnings/span_Premium Enfamil Family Beginnings""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:40:02,2022-04-11 13:40:08,5.944s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Header/Page_Premium Enfamil Family Beginnings/span_Premium Enfamil Family Beginnings""))",Chrome 100.0.4896.75,,,2022-04-11 13:40:08,2022-04-11 13:40:11,3.038s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Premium Enfamil Family Beginnings/h2_Premium Enfamil Family Beginnings""), ""Premium Enfamil Family Beginnings®"")",Chrome 100.0.4896.75,,,2022-04-11 13:40:11,2022-04-11 13:40:12,1.082s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Premium Enfamil Family Beginnings/h2_Premium Enfamil Family Beginnings""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:40:12,2022-04-11 13:40:13,0.669s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:40:13,2022-04-11 13:40:18,5.012s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_Premium Enfamil Family Beginnings/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:40:18,2022-04-11 13:40:19,0.941s,PASSED
"click(findTestObject(""Object Repository/Header/Page_Premium Enfamil Family Beginnings/div_Enspire Family Beginnings""))",Chrome 100.0.4896.75,,,2022-04-11 13:40:19,2022-04-11 13:40:20,1.351s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/span_Enspire Family Beginnings by Enfamil""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:40:20,2022-04-11 13:40:22,2.419s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/span_Enspire Family Beginnings by Enfamil""), ""Enspire Family Beginnings™ by Enfamil®"")",Chrome 100.0.4896.75,,,2022-04-11 13:40:22,2022-04-11 13:40:23,0.614s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/span_Enspire Family Beginnings by Enfamil""), ""Enspire Family Beginnings™ by Enfamil®"")",Chrome 100.0.4896.75,,,2022-04-11 13:40:23,2022-04-11 13:40:24,0.574s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/span_Enspire Family Beginnings by Enfamil""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:40:24,2022-04-11 13:40:24,0.581s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/span_Enspire Family Beginnings by Enfamil""))",Chrome 100.0.4896.75,,,2022-04-11 13:40:24,2022-04-11 13:40:30,6.309s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/h1_Enspire Family Beginnings by Enfamil""), ""Enspire Family Beginnings™ by Enfamil®"")",Chrome 100.0.4896.75,,,2022-04-11 13:40:30,2022-04-11 13:40:33,2.507s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/h1_Enspire Family Beginnings by Enfamil""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:40:33,2022-04-11 13:40:34,0.959s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:40:34,2022-04-11 13:40:39,5.016s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:40:39,2022-04-11 13:40:40,1.056s,PASSED
"click(findTestObject(""Object Repository/Header/Page_Enspire Family Beginnings Registration_996fe8/div_Enfamil Rewards""))",Chrome 100.0.4896.75,,,2022-04-11 13:40:40,2022-04-11 13:40:41,1.281s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Header/Page_/span_Baby formula rewards program""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:40:41,2022-04-11 13:40:43,2.255s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_/span_Baby formula rewards program""), ""Baby formula rewards program"")",Chrome 100.0.4896.75,,,2022-04-11 13:40:43,2022-04-11 13:40:44,0.620s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_/span_Baby formula rewards program""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:40:44,2022-04-11 13:40:45,0.553s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Header/Page_/span_Baby formula rewards program""))",Chrome 100.0.4896.75,,,2022-04-11 13:40:45,2022-04-11 13:40:45,0.609s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_/h2_Enfamil Rewards""), ""Enfamil® Rewards"")",Chrome 100.0.4896.75,,,2022-04-11 13:40:45,2022-04-11 13:40:54,9.055s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_/h2_Enfamil Rewards""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:40:54,2022-04-11 13:40:55,0.755s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:40:55,2022-04-11 13:41:00,5.014s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:00,2022-04-11 13:41:01,0.780s,PASSED
"click(findTestObject(""Object Repository/Header/Page_/div_Nutramigen Savings  Support program""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:01,2022-04-11 13:41:02,1.117s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Header/Page_Nutramigen  Enfamil/span_Nutramigen Savings and Support""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:41:02,2022-04-11 13:41:10,8.429s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Nutramigen  Enfamil/span_Nutramigen Savings and Support""), ""Nutramigen® Savings and Support"")",Chrome 100.0.4896.75,,,2022-04-11 13:41:10,2022-04-11 13:41:11,1.014s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Nutramigen  Enfamil/span_Nutramigen Savings and Support""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:41:11,2022-04-11 13:41:12,0.769s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Header/Page_Nutramigen  Enfamil/span_Nutramigen Savings and Support""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:12,2022-04-11 13:41:13,0.651s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Nutramigen  Enfamil/h1_Nutramigen Savings and Support""), ""Nutramigen® Savings and Support"")",Chrome 100.0.4896.75,,,2022-04-11 13:41:13,2022-04-11 13:41:14,0.683s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Nutramigen  Enfamil/h1_Nutramigen Savings and Support""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:41:14,2022-04-11 13:41:14,0.651s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:41:14,2022-04-11 13:41:19,5.019s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_Nutramigen  Enfamil/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:19,2022-04-11 13:41:20,0.977s,PASSED
"click(findTestObject(""Object Repository/Header/Page_Nutramigen  Enfamil/div_Enfacare Drive to Thrive Support Program""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:20,2022-04-11 13:41:21,0.910s,PASSED
delay(8),Chrome 100.0.4896.75,,,2022-04-11 13:41:21,2022-04-11 13:41:29,8.012s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_/span_Join the Drive to Thrive Support Program""), ""Join the Drive to Thrive Support Program"")",Chrome 100.0.4896.75,,,2022-04-11 13:41:29,2022-04-11 13:41:30,0.580s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_/span_Join the Drive to Thrive Support Program""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:41:30,2022-04-11 13:41:31,0.957s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Header/Page_/span_Join the Drive to Thrive Support Program""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:31,2022-04-11 13:41:31,0.814s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_/h1_Join the Drive to Thrive Support Program""), ""Join the Drive to Thrive Support Program"")",Chrome 100.0.4896.75,,,2022-04-11 13:41:31,2022-04-11 13:41:32,0.775s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_/h1_Join the Drive to Thrive Support Program""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:41:32,2022-04-11 13:41:33,0.580s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:41:33,2022-04-11 13:41:38,5.007s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:38,2022-04-11 13:41:39,0.835s,PASSED
"click(findTestObject(""Object Repository/Header/Page_/div_Enfagrow Free Sample""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:39,2022-04-11 13:41:41,2.468s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Header/Page_Toddler Sample Request  Enfamil/span_Free Sample of Enfagrow Toddler Formula""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:41:41,2022-04-11 13:41:42,0.906s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Toddler Sample Request  Enfamil/span_Free Sample of Enfagrow Toddler Formula""), ""Free Sample of Enfagrow® Toddler Formula"")",Chrome 100.0.4896.75,,,2022-04-11 13:41:42,2022-04-11 13:41:43,0.584s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Toddler Sample Request  Enfamil/span_Free Sample of Enfagrow Toddler Formula""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:41:43,2022-04-11 13:41:43,0.543s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Header/Page_Toddler Sample Request  Enfamil/span_Free Sample of Enfagrow Toddler Formula""))",Chrome 100.0.4896.75,,,2022-04-11 13:41:43,2022-04-11 13:41:46,3.200s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_Toddler Sample Request  Enfamil/h1_Free Sample of Enfagrow Toddler Formula""), ""Free Sample of Enfagrow® Toddler Formula"")",Chrome 100.0.4896.75,,,2022-04-11 13:41:46,2022-04-11 13:41:54,7.323s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_Toddler Sample Request  Enfamil/h1_Free Sample of Enfagrow Toddler Formula""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:41:54,2022-04-11 13:41:55,0.801s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:41:55,2022-04-11 13:42:00,5.018s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_Toddler Sample Request  Enfamil/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:42:00,2022-04-11 13:42:01,1.005s,PASSED
"click(findTestObject(""Object Repository/Header/Page_Toddler Sample Request  Enfamil/a_Partner Offers""))",Chrome 100.0.4896.75,,,2022-04-11 13:42:01,2022-04-11 13:42:03,2.166s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:42:03,2022-04-11 13:42:08,5.020s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Header/Page_/span_Partnership Offers""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:42:08,2022-04-11 13:42:14,6.071s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_/span_Partnership Offers""), ""Partnership Offers"")",Chrome 100.0.4896.75,,,2022-04-11 13:42:14,2022-04-11 13:42:15,1.004s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_/span_Partnership Offers""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:42:15,2022-04-11 13:42:15,0.558s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_/h3_Enfamil Partner Discounts""), ""Enfamil Partner Discounts"")",Chrome 100.0.4896.75,,,2022-04-11 13:42:15,2022-04-11 13:42:16,0.870s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_/h3_Enfamil Partner Discounts""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:42:16,2022-04-11 13:42:17,0.820s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:42:17,2022-04-11 13:42:22,5.018s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:42:22,2022-04-11 13:42:23,0.907s,PASSED
"click(findTestObject(""Object Repository/Header/Page_/a_Professional Discounts""))",Chrome 100.0.4896.75,,,2022-04-11 13:42:23,2022-04-11 13:42:25,1.861s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:42:25,2022-04-11 13:42:30,5.020s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Header/Page_/span_Enfamil Shop Professional Discounts""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:42:30,2022-04-11 13:42:36,6.303s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_/span_Enfamil Shop Professional Discounts""), ""Enfamil® Shop Professional Discounts"")",Chrome 100.0.4896.75,,,2022-04-11 13:42:36,2022-04-11 13:42:37,0.924s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_/span_Enfamil Shop Professional Discounts""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:42:37,2022-04-11 13:42:38,0.707s,PASSED
"verifyElementText(findTestObject(""Object Repository/Header/Page_/h1_Enfamil Shop Professional Discounts""), ""Enfamil® Shop Professional Discounts"")",Chrome 100.0.4896.75,,,2022-04-11 13:42:38,2022-04-11 13:42:39,1.432s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Header/Page_/h1_Enfamil Shop Professional Discounts""), 0)",Chrome 100.0.4896.75,,,2022-04-11 13:42:39,2022-04-11 13:42:40,0.743s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 13:42:40,2022-04-11 13:42:45,5.005s,PASSED
"mouseOver(findTestObject(""Object Repository/Header/Page_/span_Offers  Savings""))",Chrome 100.0.4896.75,,,2022-04-11 13:42:45,2022-04-11 13:42:46,0.897s,PASSED
