Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/p_If you still havent found what you are lo_8b6a86""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:48:54,2022-04-11 12:48:54,0.611s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/p_If you still havent found what you are lo_8b6a86""), ""If you still haven't found what you are looking for or have a comment about our products or company services, please fill out this form. For an immediate response, please call 1-800-BABY123."")",Chrome 100.0.4896.75,,,2022-04-11 12:48:54,2022-04-11 12:48:55,0.682s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/p_If you have any questions about Mead John_48fc50""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:48:55,2022-04-11 12:48:56,0.797s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/p_If you have any questions about Mead John_48fc50""), ""If you have any questions about Mead Johnson products sold outside the U.S., please go to meadjohnson.com."")",Chrome 100.0.4896.75,,,2022-04-11 12:48:56,2022-04-11 12:48:57,0.876s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/p_Required fields""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:48:57,2022-04-11 12:48:57,0.570s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/p_Required fields""), ""*Required fields"")",Chrome 100.0.4896.75,,,2022-04-11 12:48:57,2022-04-11 12:48:58,0.824s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/label_Email""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:48:58,2022-04-11 12:48:59,0.656s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/label_Confirm Email""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:48:59,2022-04-11 12:48:59,0.631s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/label_First Name""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:48:59,2022-04-11 12:49:00,0.741s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/label_Last Name""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:00,2022-04-11 12:49:01,0.592s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/label_Subject""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:01,2022-04-11 12:49:01,0.604s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/button_Submit""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:01,2022-04-11 12:49:02,0.709s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/a_Help Center""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:02,2022-04-11 12:49:03,0.616s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/a_Store locator""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:03,2022-04-11 12:49:03,0.596s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/a_meadjohnson.com""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:03,2022-04-11 12:49:04,0.797s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/input_Email_76f67e59-fbad-4da9-8a9c-f5c7dd24d4e5""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:04,2022-04-11 12:49:05,0.611s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/input_Confirm Email_18b9f37b-8bb2-4d85-bf8f_ce5dfe""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:05,2022-04-11 12:49:05,0.618s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/input_First Name_b98ca522-d1e2-4c26-91d5-8b_c1fb3d""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:05,2022-04-11 12:49:06,0.718s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/input_Last Name_e92bd6d4-db43-4465-8dce-cd4_49093a""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:06,2022-04-11 12:49:07,0.638s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/div_Subject""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:07,2022-04-11 12:49:07,0.622s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Page_/div_SubjectSubjectChoose a subject""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:07,2022-04-11 12:49:08,0.764s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/button_Submit""), ""Submit"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:08,2022-04-11 12:49:09,0.623s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/label_Subject""), ""*Subject"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:09,2022-04-11 12:49:09,0.628s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/label_First Name""), ""*First Name"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:09,2022-04-11 12:49:10,0.822s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/label_Last Name""), ""*Last Name"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:10,2022-04-11 12:49:11,0.688s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/label_Confirm Email""), ""*Confirm Email"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:11,2022-04-11 12:49:11,0.609s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Page_/label_Email""), ""*Email"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:11,2022-04-11 12:49:12,0.711s,PASSED
"click(findTestObject(""Object Repository/Form Verification/Page_/span_Home""))",Chrome 100.0.4896.75,,,2022-04-11 12:49:12,2022-04-11 12:49:13,1.076s,PASSED
delay(10),Chrome 100.0.4896.75,,,2022-04-11 12:49:13,2022-04-11 12:49:23,10.016s,PASSED
title = getWindowTitle(),Chrome 100.0.4896.75,,,2022-04-11 12:49:23,2022-04-11 12:49:26,3.213s,PASSED
"verifyMatch(title, ""Enfamil Newborn, Infant & Toddler Nutrition │ Enfamil"", false)",Chrome 100.0.4896.75,,,2022-04-11 12:49:26,2022-04-11 12:49:27,0.053s,PASSED
closeBrowser(),Chrome 100.0.4896.75,,,2022-04-11 12:49:27,2022-04-11 12:49:29,2.086s,PASSED
,,,,,,,
Test Cases/Venkat/Forms Verification/Drive to Thrive - Form Verification,Chrome 100.0.4896.75,Drive to Thrive Form Field Verification,,2022-04-11 12:49:29,2022-04-11 12:51:15,1m - 46.359s,PASSED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-04-11 12:49:31,2022-04-11 12:49:34,3.399s,PASSED
navigateToUrl(DrivetoThrive),Chrome 100.0.4896.75,,,2022-04-11 12:49:34,2022-04-11 12:49:37,2.868s,PASSED
maximizeWindow(),Chrome 100.0.4896.75,,,2022-04-11 12:49:37,2022-04-11 12:49:37,0.236s,PASSED
delay(5),Chrome 100.0.4896.75,,,2022-04-11 12:49:37,2022-04-11 12:49:42,5.017s,PASSED
"click(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/button_GOT IT_onetrust-close-btn-handler on_95ce22""))",Chrome 100.0.4896.75,,,2022-04-11 12:49:42,2022-04-11 12:49:51,8.706s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_Join the Drive to Thrive Support Program""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:51,2022-04-11 12:49:53,2.315s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_Join the Drive to Thrive Support Program""), ""Join the Drive to Thrive Support Program"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:53,2022-04-11 12:49:54,0.876s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/h1_Join the Drive to Thrive Support Program""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:54,2022-04-11 12:49:55,0.588s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/h1_Join the Drive to Thrive Support Program""), ""Join the Drive to Thrive Support Program"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:55,2022-04-11 12:49:55,0.655s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_Receive up to 70 in savings, plus monthly_bdae63""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:55,2022-04-11 12:49:56,0.632s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_Receive up to 70 in savings, plus monthly_bdae63""), ""Receive up to $70 in savings*, plus monthly emails with expert advice on caring for your premature baby. Check your mailbox within 2 weeks of joining for your exclusive savings!"")",Chrome 100.0.4896.75,,,2022-04-11 12:49:56,2022-04-11 12:49:57,0.606s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_Benefits may vary""), ""*Benefits may vary."")",Chrome 100.0.4896.75,,,2022-04-11 12:49:57,2022-04-11 12:49:57,0.669s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_Benefits may vary""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:57,2022-04-11 12:49:58,0.575s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/img_Drive to Thrive Program_carousel-item__image""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:58,2022-04-11 12:49:58,0.635s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/img_Drive to Thrive Program_carousel-item__image""))",Chrome 100.0.4896.75,,,2022-04-11 12:49:58,2022-04-11 12:49:59,0.747s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_PERSONALIZE YOUR EXPERIENCE""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:49:59,2022-04-11 12:50:00,0.639s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_PERSONALIZE YOUR EXPERIENCE""), ""PERSONALIZE YOUR EXPERIENCE"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:00,2022-04-11 12:50:01,0.703s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_1. Tell us your name and email""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:01,2022-04-11 12:50:01,0.790s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_1. Tell us your name and email""), ""1. Tell us your name and email"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:01,2022-04-11 12:50:02,0.686s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_First Name_03b7fe2a-3e68-45ab-aab0-ad_c608d0""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:02,2022-04-11 12:50:03,0.677s,PASSED
"click(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/form_PERSONALIZE YOUR EXPERIENCE1. Tell us _fbf02e""))",Chrome 100.0.4896.75,,,2022-04-11 12:50:03,2022-04-11 12:50:04,1.324s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_First Name_03b7fe2a-3e68-45ab-aab0-ad_c608d0_1_2""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:04,2022-04-11 12:50:05,0.791s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Last Name_b7646462-9b79-4a9f-bfac-a4d_a09211""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:05,2022-04-11 12:50:06,1.035s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Last Name_b7646462-9b79-4a9f-bfac-a4d_a09211_1""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:06,2022-04-11 12:50:07,0.625s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Email_ca07a407-accc-4c4a-b2c3-cdf136bcce09""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:07,2022-04-11 12:50:07,0.636s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Email_ca07a407-accc-4c4a-b2c3-cdf136bcce09_1""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:07,2022-04-11 12:50:08,0.643s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_2. Enter your address""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:08,2022-04-11 12:50:08,0.602s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_2. Enter your address""), ""2. Enter your address."")",Chrome 100.0.4896.75,,,2022-04-11 12:50:08,2022-04-11 12:50:09,0.597s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_You may receive some gifts closer to yo_321671""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:09,2022-04-11 12:50:10,0.631s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_You may receive some gifts closer to yo_321671""), ""You may receive some gifts closer to your baby’s due date."")",Chrome 100.0.4896.75,,,2022-04-11 12:50:10,2022-04-11 12:50:10,0.621s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Street address_ce0841cb-2ae9-4bc0-9ca_87d9da""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:10,2022-04-11 12:50:11,0.580s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Street address_ce0841cb-2ae9-4bc0-9ca_87d9da_1""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:11,2022-04-11 12:50:11,0.634s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_UnitSuiteApt (optional)_cec817e9-76cd_747c93""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:11,2022-04-11 12:50:12,0.637s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_UnitSuiteApt (optional)_cec817e9-76cd_747c93_1""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:12,2022-04-11 12:50:13,0.608s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_City_1cea0cb2-2f5d-4e2d-9c1d-66cd6c282c6c""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:13,2022-04-11 12:50:13,0.585s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_City_1cea0cb2-2f5d-4e2d-9c1d-66cd6c282c6c_1""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:13,2022-04-11 12:50:14,0.620s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_State""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:14,2022-04-11 12:50:15,0.635s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_State""), ""State"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:15,2022-04-11 12:50:15,0.659s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/label_State""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:15,2022-04-11 12:50:16,0.633s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Zip code_699e6d61-72d6-44bf-91fc-5f3a_d249c0""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:16,2022-04-11 12:50:16,0.591s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Zip code_699e6d61-72d6-44bf-91fc-5f3a_d249c0_1""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:16,2022-04-11 12:50:17,0.663s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_3. Set password""), ""3. Set password."")",Chrome 100.0.4896.75,,,2022-04-11 12:50:17,2022-04-11 12:50:18,0.632s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Password_0c92672a-af33-4c66-910a-5dd1_f15064""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:18,2022-04-11 12:50:18,0.587s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Password_0c92672a-af33-4c66-910a-5dd1_f15064_1""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:18,2022-04-11 12:50:19,0.616s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/button_Hide""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:19,2022-04-11 12:50:20,0.576s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_Password must contain""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:20,2022-04-11 12:50:20,0.597s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_At least 8 characters""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:20,2022-04-11 12:50:21,0.608s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_A lowercase letter""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:21,2022-04-11 12:50:21,0.575s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_An uppercase letter""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:21,2022-04-11 12:50:22,0.635s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_A number""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:22,2022-04-11 12:50:23,0.638s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_A special character""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:23,2022-04-11 12:50:23,0.610s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_Must not be your email address""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:23,2022-04-11 12:50:24,0.585s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_Password must contain""), ""Password must contain:"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:24,2022-04-11 12:50:24,0.645s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_At least 8 characters""), ""At least 8 characters"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:24,2022-04-11 12:50:25,0.623s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_A lowercase letter""), ""A lowercase letter"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:25,2022-04-11 12:50:26,0.654s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_An uppercase letter""), ""An uppercase letter"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:26,2022-04-11 12:50:26,0.636s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_A number""), ""A number"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:26,2022-04-11 12:50:27,0.632s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_A special character""), ""A special character"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:27,2022-04-11 12:50:28,0.822s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_Must not be your email address""), ""Must not be your email address"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:28,2022-04-11 12:50:28,0.590s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_4. Stay up to date via SMS""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:28,2022-04-11 12:50:29,0.582s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_4. Stay up to date via SMS""), ""4. Stay up to date via SMS."")",Chrome 100.0.4896.75,,,2022-04-11 12:50:29,2022-04-11 12:50:30,0.613s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_You will receive the latest product and_c60db3""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:30,2022-04-11 12:50:30,0.602s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_You will receive the latest product and_c60db3""), ""You will receive the latest product and discount information."")",Chrome 100.0.4896.75,,,2022-04-11 12:50:30,2022-04-11 12:50:31,0.601s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Mobile phone (optional)_de90bf96-74b5_dd48ac""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:31,2022-04-11 12:50:31,0.547s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/input_Mobile phone (optional)_de90bf96-74b5_dd48ac_1""), """")",Chrome 100.0.4896.75,,,2022-04-11 12:50:31,2022-04-11 12:50:32,0.593s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_Consent to Receive Certain Text Messag_3845ec""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:32,2022-04-11 12:50:33,0.588s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/span_Consent to Receive Certain Text Messag_3845ec""), ""Consent to Receive Certain Text Messages: By signing up for Enfamil text alerts you will receive occasional messages that include information regarding infant and toddler formula. Message and data rates may apply. Text STOP to cancel, HELP for help. By opting-in, you agree to get texts from Enfamil at your mobile number, which may be sent through an automatic telephone dialing system. Your consent to receive such texts is not required for you to obtain any Enfamil products."")",Chrome 100.0.4896.75,,,2022-04-11 12:50:33,2022-04-11 12:50:33,0.682s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/label_Consent to Receive Certain Text Messa_5ce4cc""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:33,2022-04-11 12:50:34,0.614s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_Consent to Receive Certain Text Messages _e143b0""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:34,2022-04-11 12:50:34,0.607s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_5. Customize your profile for you and your baby""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:34,2022-04-11 12:50:35,0.541s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/p_5. Customize your profile for you and your baby""), ""5. Customize your profile for you and your baby."")",Chrome 100.0.4896.75,,,2022-04-11 12:50:35,2022-04-11 12:50:36,1.182s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_Well provide tips and samples to fit yo_5c2778""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:36,2022-04-11 12:50:37,0.592s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/div_Well provide tips and samples to fit yo_5c2778""), ""We’ll provide tips and samples to fit your needs."")",Chrome 100.0.4896.75,,,2022-04-11 12:50:37,2022-04-11 12:50:37,0.640s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/label_Babys Due Date or Birth Date""), 0)",Chrome 100.0.4896.75,,,2022-04-11 12:50:37,2022-04-11 12:50:38,0.581s,PASSED
"verifyElementText(findTestObject(""Object Repository/Form Verification/Drive to Thrive Form EN/Page_/label_Babys Due Date or Birth Date""), ""Baby's Due Date or Birth Date"")",Chrome 100.0.4896.75,,,2022-04-11 12:50:38,2022-04-11 12:50:39,0.846s,PASSED
